0,1,2
37.520797,55.8034,1.0
37.521105,55.803292,2.0
37.521412,55.803177,3.0
37.5217,55.803095,4.0
37.522022,55.803028,5.0
37.522343,55.802955,6.0
37.52266,55.802878,7.0
37.522987,55.80281,8.0
37.523293,55.802728,9.0
37.523617,55.802642,10.0
37.523925,55.80256,11.0
37.524233,55.802477,12.0
37.524555,55.802395,13.0
37.52488,55.802308,14.0
37.525198,55.802223,15.0
37.525512,55.80214,16.0
37.525828,55.802057,17.0
37.526143,55.801977,18.0
37.526465,55.801892,19.0
37.526785,55.801807,20.0
37.527093,55.801718,21.0
37.527385,55.801645,22.0
37.5277,55.801572,23.0
37.528015,55.8015,24.0
37.52833,55.801435,25.0
37.528652,55.801358,26.0
37.528973,55.80128,27.0
37.529293,55.801207,28.0
37.529622,55.801115,29.0
37.529957,55.801017,30.0
37.530282,55.80092,31.0
37.530608,55.800818,32.0
37.530923,55.800717,33.0
37.531227,55.800617,34.0
37.531522,55.800513,35.0
37.53181,55.800408,36.0
37.532092,55.8003,37.0
37.532363,55.800192,38.0
37.532625,55.800088,39.0
37.532892,55.799978,40.0
37.53315,55.79987,41.0
37.533413,55.799758,42.0
37.533667,55.79965,43.0
37.53392,55.799542,44.0
37.534182,55.799428,45.0
37.534447,55.799312,46.0
37.534712,55.799193,47.0
37.534978,55.799072,48.0
37.535252,55.798943,49.0
37.535527,55.798813,50.0
37.535803,55.798685,51.0
37.536078,55.79856,52.0
37.536357,55.798438,53.0
37.536635,55.798317,54.0
37.536917,55.79819,55.0
37.537198,55.798065,56.0
37.537478,55.797942,57.0
37.537758,55.797815,58.0
37.538037,55.797693,59.0
37.538317,55.79757,60.0
37.538607,55.797443,61.0
37.538892,55.797315,62.0
37.539167,55.797203,63.0
37.539443,55.797083,64.0
37.539717,55.796967,65.0
37.54,55.796842,66.0
37.540283,55.796718,67.0
37.540567,55.796592,68.0
37.540852,55.796468,69.0
37.541132,55.79634,70.0
37.541407,55.796213,71.0
37.541685,55.796085,72.0
37.541967,55.795958,73.0
37.542247,55.795833,74.0
37.542527,55.79571,75.0
37.542805,55.795588,76.0
37.54308,55.795465,77.0
37.543353,55.795343,78.0
37.543628,55.795218,79.0
37.543905,55.795093,80.0
37.544185,55.794968,81.0
37.544463,55.794845,82.0
37.54474,55.794722,83.0
37.545017,55.7946,84.0
37.545288,55.79448,85.0
37.545552,55.794365,86.0
37.545812,55.794252,87.0
37.546072,55.794138,88.0
37.546333,55.794023,89.0
37.546592,55.793913,90.0
37.548783,55.792853,91.0
37.54895,55.792802,92.0
37.54919,55.792715,93.0
37.549672,55.792523,94.0
37.549923,55.792437,95.0
37.55146,55.791637,96.0
37.551667,55.791513,97.0
37.551933,55.79143,98.0
37.552248,55.7913,99.0
37.552513,55.791177,100.0
37.552768,55.791068,101.0
37.553015,55.790972,102.0
37.553253,55.790865,103.0
37.553487,55.790762,104.0
37.553727,55.790665,105.0
37.553988,55.790552,106.0
37.554245,55.790445,107.0
37.55451,55.790333,108.0
37.554788,55.79021,109.0
37.555055,55.790098,110.0
37.55532,55.789988,111.0
37.55556,55.789888,112.0
37.555797,55.789788,113.0
37.556028,55.789688,114.0
37.556265,55.789587,115.0
37.55651,55.78948,116.0
37.55676,55.789372,117.0
37.557015,55.78926,118.0
37.557275,55.789147,119.0
37.557535,55.789037,120.0
37.557797,55.788927,121.0
37.558062,55.788813,122.0
37.558323,55.7887,123.0
37.558583,55.788587,124.0
37.558835,55.788478,125.0
37.559077,55.788373,126.0
37.559315,55.78827,127.0
37.559557,55.788163,128.0
37.559805,55.788055,129.0
37.56006,55.787945,130.0
37.560318,55.787832,131.0
37.56058,55.787718,132.0
37.560845,55.787603,133.0
37.561112,55.787483,134.0
37.56138,55.787362,135.0
37.56165,55.787243,136.0
37.56192,55.787122,137.0
37.562192,55.787,138.0
37.562465,55.78688,139.0
37.562738,55.786758,140.0
37.563013,55.786638,141.0
37.563288,55.786517,142.0
37.563562,55.786397,143.0
37.563837,55.786275,144.0
37.564112,55.786153,145.0
37.56439,55.786028,146.0
37.564672,55.785903,147.0
37.564953,55.785778,148.0
37.565235,55.785648,149.0
37.565515,55.785518,150.0
37.565793,55.785388,151.0
37.566067,55.78526,152.0
37.566338,55.785132,153.0
37.566613,55.785003,154.0
37.566895,55.784877,155.0
37.567175,55.784752,156.0
37.567452,55.784628,157.0
37.56773,55.784505,158.0
37.56801,55.784382,159.0
37.56829,55.784258,160.0
37.568572,55.784132,161.0
37.568855,55.784005,162.0
37.569135,55.783877,163.0
37.569412,55.783748,164.0
37.569693,55.783622,165.0
37.569975,55.783502,166.0
37.570255,55.783377,167.0
37.570535,55.783248,168.0
37.570817,55.78312,169.0
37.571093,55.782993,170.0
37.571368,55.782865,171.0
37.571643,55.782738,172.0
37.571917,55.782612,173.0
37.572195,55.782485,174.0
37.572465,55.782357,175.0
37.572733,55.78223,176.0
37.573003,55.782103,177.0
37.573268,55.78198,178.0
37.57353,55.781857,179.0
37.573795,55.781733,180.0
37.574073,55.781607,181.0
37.57435,55.78148,182.0
37.574618,55.781357,183.0
37.574888,55.781232,184.0
37.575152,55.78111,185.0
37.575405,55.78099,186.0
37.575638,55.780878,187.0
37.575863,55.780765,188.0
37.576067,55.780653,189.0
