0,1,2
37.818665,55.707113,1.0
37.818632,55.707085,2.0
37.818628,55.707085,3.0
37.818595,55.70706,4.0
37.81858,55.707042,5.0
37.818575,55.707025,6.0
37.81857,55.707012,7.0
37.818558,55.707,8.0
37.818538,55.706985,9.0
37.818508,55.706952,10.0
37.818482,55.706925,11.0
37.81846,55.706897,12.0
37.818442,55.706878,13.0
37.81842,55.706862,14.0
37.818392,55.70684,15.0
37.818378,55.706832,16.0
37.818358,55.70682,17.0
37.818338,55.706805,18.0
37.818327,55.70679,19.0
37.818315,55.706773,20.0
37.818298,55.706752,21.0
37.81829,55.706728,22.0
37.81827,55.706685,23.0
37.818248,55.70666,24.0
37.818225,55.706635,25.0
37.818193,55.70662,26.0
37.818158,55.706607,27.0
37.818135,55.70661,28.0
37.818122,55.706593,29.0
37.818113,55.706585,30.0
37.81811,55.706582,31.0
37.818117,55.706587,32.0
37.818123,55.70659,33.0
37.818123,55.706592,34.0
37.818117,55.706585,35.0
37.81812,55.706588,36.0
37.818152,55.706603,37.0
37.81818,55.706627,38.0
37.818223,55.706667,39.0
37.818233,55.706705,40.0
37.81823,55.706755,41.0
37.818212,55.706807,42.0
37.818193,55.706863,43.0
37.818223,55.706962,44.0
37.81843,55.707215,45.0
37.81839,55.707245,46.0
37.81838,55.707298,47.0
37.81839,55.707362,48.0
37.818382,55.707405,49.0
37.818385,55.707453,50.0
37.818373,55.707487,51.0
37.818358,55.707512,52.0
37.81835,55.707533,53.0
37.818362,55.707558,54.0
37.818377,55.707577,55.0
37.818378,55.707572,56.0
37.818368,55.707563,57.0
37.818343,55.70755,58.0
37.818312,55.707542,59.0
37.818255,55.707533,60.0
37.818207,55.707555,61.0
37.81818,55.707598,62.0
37.818157,55.70764,63.0
37.818147,55.707678,64.0
37.818153,55.707717,65.0
37.818172,55.707762,66.0
37.818188,55.707808,67.0
37.818207,55.707857,68.0
37.818223,55.707905,69.0
37.81824,55.707955,70.0
37.81826,55.708008,71.0
37.818278,55.708063,72.0
37.818297,55.708125,73.0
37.818313,55.708187,74.0
37.818328,55.708247,75.0
37.818345,55.708312,76.0
37.81836,55.708377,77.0
37.818378,55.708438,78.0
37.818398,55.708497,79.0
37.818418,55.708563,80.0
37.818442,55.708635,81.0
37.818467,55.70871,82.0
37.818487,55.708783,83.0
37.818508,55.70886,84.0
37.818533,55.708938,85.0
37.818555,55.709013,86.0
37.818573,55.709082,87.0
37.818605,55.709157,88.0
37.818643,55.709237,89.0
37.818683,55.70932,90.0
37.81872,55.7094,91.0
37.818753,55.70948,92.0
37.818792,55.70956,93.0
37.818833,55.70964,94.0
37.818878,55.709723,95.0
37.818927,55.709808,96.0
37.818968,55.709887,97.0
37.819003,55.70996,98.0
37.819045,55.710033,99.0
37.819088,55.710107,100.0
37.819103,55.710177,101.0
37.819108,55.710243,102.0
37.819127,55.71032,103.0
37.819128,55.710382,104.0
37.819142,55.710445,105.0
37.819157,55.710505,106.0
37.819172,55.710558,107.0
37.819185,55.710607,108.0
37.819203,55.71065,109.0
37.819225,55.710695,110.0
37.819247,55.710738,111.0
37.819263,55.710782,112.0
37.819277,55.710822,113.0
37.819288,55.710855,114.0
37.819297,55.710883,115.0
37.819303,55.710903,116.0
37.819307,55.710918,117.0
37.81931,55.710928,118.0
37.819312,55.710935,119.0
37.819312,55.71094,120.0
37.819315,55.710948,121.0
37.819318,55.710957,122.0
