0,1,2
19.99179,49.507153,1.0
19.991663,49.507336,2.0
19.991512,49.507515,3.0
19.991362,49.507698,4.0
19.99121,49.507893,5.0
19.991062,49.508087,6.0
19.990911,49.5083,7.0
19.99074,49.508503,8.0
19.990568,49.508728,9.0
19.990396,49.50894,10.0
19.990225,49.50917,11.0
19.990053,49.509403,12.0
19.989882,49.50964,13.0
19.98971,49.509865,14.0
19.989538,49.51009,15.0
19.989346,49.510315,16.0
19.989195,49.510544,17.0
19.989023,49.510757,18.0
19.988873,49.51097,19.0
19.988724,49.511166,20.0
19.988573,49.511368,21.0
19.988422,49.511562,22.0
19.988293,49.511745,23.0
19.988165,49.511936,24.0
19.98808,49.51213,25.0
19.988014,49.51232,26.0
19.987972,49.512516,27.0
19.987928,49.51271,28.0
19.987928,49.5129,29.0
19.987928,49.513096,30.0
19.98795,49.51329,31.0
19.98795,49.51348,32.0
19.98795,49.513687,33.0
19.98795,49.514103,35.0
19.98795,49.51432,36.0
19.987972,49.514545,37.0
19.987972,49.514736,38.0
19.987972,49.514954,39.0
19.987972,49.515167,40.0
19.987972,49.515358,41.0
19.987972,49.515583,42.0
19.987972,49.515778,43.0
19.987972,49.515972,44.0
19.987972,49.516174,45.0
19.987972,49.51637,46.0
19.98795,49.51656,47.0
19.987907,49.516754,48.0
19.987822,49.516903,50.0
19.98765,49.51718,51.0
19.987543,49.517323,52.0
19.987457,49.51743,53.0
19.987307,49.517517,54.0
19.987156,49.51759,55.0
19.987007,49.517643,56.0
19.986856,49.517708,57.0
19.986706,49.517773,58.0
19.986576,49.517838,60.0
19.986341,49.517986,61.0
19.986233,49.518063,62.0
19.986126,49.51814,63.0
19.98604,49.518204,64.0
19.985933,49.51827,65.0
19.985847,49.51833,66.0
19.985762,49.518406,67.0
19.985676,49.518494,68.0
19.985634,49.518566,69.0
19.985569,49.518654,70.0
19.985504,49.518738,71.0
19.985418,49.518837,72.0
19.985312,49.51892,73.0
19.985226,49.51901,74.0
19.985119,49.519093,75.0
19.98501,49.51917,76.0
19.984903,49.519264,77.0
19.984818,49.51937,78.0
19.98471,49.519478,79.0
19.984604,49.519585,80.0
19.984495,49.519703,81.0
19.984388,49.519833,82.0
19.98426,49.51995,83.0
19.98413,49.52008,84.0
19.984001,49.520218,85.0
19.983873,49.520348,86.0
19.983746,49.52049,87.0
19.983595,49.520626,88.0
19.983486,49.520744,89.0
19.983358,49.520885,90.0
19.98323,49.521015,91.0
19.98308,49.52114,92.0
19.98295,49.521282,93.0
19.982822,49.52141,94.0
19.982693,49.52153,95.0
19.982586,49.521637,96.0
19.98248,49.521744,97.0
19.982414,49.52181,98.0
19.98235,49.52185,99.0
19.982307,49.521904,100.0
19.982264,49.521946,101.0
19.982222,49.52198,102.0
19.982157,49.522053,103.0
19.982136,49.522076,104.0
19.982113,49.5221,105.0
19.98207,49.52214,107.0
19.982029,49.52217,108.0
19.981964,49.522236,109.0
19.98192,49.52229,110.0
19.981878,49.52233,111.0
19.981834,49.522377,112.0
19.981792,49.52242,113.0
19.981728,49.52246,114.0
19.981686,49.522507,115.0
19.981598,49.52259,117.0
19.981556,49.522633,118.0
19.981514,49.522686,119.0
19.981426,49.52275,120.0
19.981342,49.522827,121.0
19.981277,49.522892,122.0
19.981192,49.522964,123.0
19.981127,49.52304,124.0
19.981041,49.523117,125.0
19.980976,49.5232,126.0
19.98087,49.52329,128.0
19.980698,49.52345,129.0
19.980612,49.523544,131.0
19.98044,49.52375,132.0
19.980333,49.523857,133.0
19.980225,49.523964,134.0
19.980118,49.524082,136.0
19.979904,49.524307,137.0
19.979774,49.524437,138.0
19.979668,49.524555,139.0
19.979538,49.52468,140.0
19.97941,49.524822,141.0
19.979303,49.52497,142.0
19.979195,49.525112,143.0
19.97911,49.525253,144.0
19.979046,49.525402,145.0
19.978981,49.525562,146.0
19.978916,49.525723,147.0
19.978895,49.525894,148.0
19.978895,49.526066,149.0
19.978874,49.526237,150.0
19.978851,49.52642,151.0
19.978851,49.526592,152.0
19.978851,49.526764,153.0
19.97883,49.526924,154.0
19.97883,49.527096,155.0
19.97881,49.527256,156.0
19.978788,49.52742,157.0
19.978745,49.52758,158.0
19.978703,49.52774,159.0
19.978617,49.52789,160.0
19.978508,49.52806,161.0
19.978401,49.52819,162.0
19.978273,49.528343,163.0
19.978123,49.52848,164.0
19.977972,49.52861,165.0
19.977821,49.528748,166.0
19.97765,49.528877,167.0
19.977478,49.52902,168.0
19.977306,49.529156,169.0
19.977135,49.529297,170.0
19.976963,49.529434,171.0
19.976814,49.529564,172.0
19.976643,49.529694,173.0
19.976492,49.529823,174.0
19.976341,49.52995,175.0
19.976192,49.53008,176.0
19.976042,49.53021,177.0
19.975891,49.53034,178.0
19.97572,49.530464,179.0
19.97559,49.530594,180.0
19.975441,49.530712,181.0
19.975311,49.53083,182.0
19.975183,49.530937,183.0
19.975033,49.531044,184.0
19.974903,49.531162,186.0
19.974669,49.53137,187.0
19.974539,49.531475,188.0
19.974411,49.531593,189.0
19.974281,49.5317,190.0
19.974133,49.53182,191.0
19.974003,49.531914,192.0
19.973873,49.53202,193.0
19.973745,49.53214,194.0
19.973618,49.532246,195.0
19.973488,49.532352,196.0
19.973358,49.532463,197.0
19.973251,49.53256,198.0
19.973145,49.532654,200.0
19.97293,49.532837,202.0
19.972715,49.53304,203.0
