0,1,2
-82.189906,26.510686,3.0
-82.189917,26.510702,6.0
-82.189938,26.510723,15.0
-82.189928,26.510745,16.0
-82.189992,26.510739,39.0
-82.190024,26.510739,40.0
-82.190083,26.510755,41.0
-82.190148,26.510772,42.0
-82.190196,26.510782,43.0
-82.190233,26.510782,44.0
-82.190266,26.510777,45.0
-82.190319,26.510772,46.0
-82.190351,26.510777,47.0
-82.190394,26.510782,48.0
-82.190416,26.510793,49.0
-82.190475,26.510793,52.0
-82.190496,26.510782,54.0
-82.190512,26.510766,55.0
-82.190528,26.510713,57.0
-82.190523,26.510675,58.0
-82.190496,26.51061,59.0
-82.190502,26.510562,60.0
-82.190496,26.510514,61.0
-82.190496,26.51045,62.0
-82.190427,26.510246,65.0
-82.19041,26.510171,66.0
-82.190394,26.510085,67.0
-82.190384,26.509994,68.0
-82.190351,26.509886,69.0
-82.19033,26.509795,70.0
-82.190309,26.509693,71.0
-82.190287,26.509597,72.0
-82.190282,26.509495,73.0
-82.19026,26.509409,74.0
-82.190217,26.509312,75.0
-82.190158,26.509092,78.0
-82.190148,26.509023,79.0
-82.190137,26.508964,80.0
-82.190121,26.508899,81.0
-82.190105,26.50884,82.0
-82.190078,26.508771,83.0
-82.190062,26.508701,84.0
-82.190046,26.508615,85.0
-82.190019,26.50854,86.0
-82.190008,26.508449,87.0
-82.189992,26.508352,88.0
-82.189912,26.508046,91.0
-82.189874,26.507928,92.0
-82.189842,26.507826,93.0
-82.189831,26.50773,94.0
-82.189804,26.507623,95.0
-82.189777,26.507515,96.0
-82.189751,26.507408,97.0
-82.189718,26.507295,98.0
-82.189692,26.507188,99.0
-82.18967,26.50707,100.0
-82.189654,26.506952,101.0
-82.189579,26.506614,104.0
-82.189547,26.506485,105.0
-82.18952,26.506367,106.0
-82.189488,26.506249,107.0
-82.189456,26.506126,108.0
-82.189418,26.505997,109.0
-82.189397,26.505885,110.0
-82.189364,26.505767,111.0
-82.189343,26.505638,112.0
-82.189316,26.50552,113.0
-82.189289,26.505396,114.0
-82.189209,26.505048,117.0
-82.189182,26.50493,118.0
-82.189144,26.504806,119.0
-82.189107,26.504699,120.0
-82.189075,26.504597,121.0
-82.189037,26.504506,122.0
-82.188989,26.50442,123.0
-82.188935,26.50435,124.0
-82.188882,26.504302,125.0
-82.188833,26.504254,126.0
-82.188774,26.504205,127.0
-82.18856,26.504082,130.0
-82.188468,26.504077,131.0
-82.188345,26.504087,132.0
-82.188222,26.504077,133.0
-82.18812,26.504071,134.0
-82.188012,26.504098,135.0
-82.187954,26.504061,136.0
-82.187894,26.504018,137.0
-82.18783,26.503959,138.0
-82.187798,26.503857,139.0
-82.187755,26.503776,140.0
-82.18768,26.503481,143.0
-82.187648,26.503369,144.0
