0,1,2
106.727152,15.345859,2.0
106.727152,15.345859,3.0
106.727152,15.345859,4.0
106.727152,15.345859,5.0
106.727152,15.345859,6.0
106.727164,15.345859,7.0
106.727183,15.345856,8.0
106.727188,15.345858,9.0
106.727201,15.34586,10.0
106.727216,15.345859,11.0
106.727239,15.34586,12.0
106.727262,15.345868,13.0
106.727283,15.345877,14.0
106.727303,15.345888,15.0
106.727326,15.345895,16.0
106.727347,15.345902,17.0
106.727363,15.345917,18.0
106.727363,15.34593,19.0
106.727349,15.345935,20.0
106.727331,15.345933,21.0
106.727307,15.345922,22.0
106.727282,15.345915,23.0
106.727257,15.345902,24.0
106.727229,15.345887,25.0
106.727201,15.345872,26.0
106.727171,15.345853,27.0
106.727145,15.345838,28.0
106.72712,15.345821,29.0
106.727091,15.345799,30.0
106.727064,15.345781,31.0
106.727037,15.345766,32.0
106.727,15.345756,33.0
106.726968,15.345737,34.0
106.726939,15.345722,35.0
106.726902,15.345707,36.0
106.726865,15.345685,37.0
106.726834,15.345673,38.0
106.726799,15.345654,39.0
106.726766,15.34563,40.0
106.726729,15.345606,41.0
106.726688,15.345588,42.0
106.726646,15.345572,43.0
106.726608,15.345551,44.0
106.72657,15.34553,45.0
106.72653,15.345511,46.0
106.726492,15.345489,47.0
106.726456,15.34547,48.0
106.726418,15.345447,49.0
106.726381,15.345426,50.0
106.726348,15.345406,51.0
106.726309,15.345385,52.0
106.726272,15.345362,53.0
106.726234,15.345341,54.0
106.726195,15.345321,55.0
106.726153,15.3453,56.0
106.726113,15.345279,57.0
106.726076,15.345258,58.0
106.726036,15.345239,59.0
106.725997,15.345224,60.0
106.725961,15.34521,61.0
106.725916,15.345199,62.0
106.725872,15.345192,63.0
106.725841,15.345196,64.0
106.725816,15.345211,65.0
106.725789,15.345242,66.0
106.725762,15.345276,67.0
106.725738,15.345311,68.0
106.725713,15.34535,69.0
106.72569,15.345388,70.0
106.725662,15.345427,71.0
106.725638,15.345468,72.0
106.725616,15.345511,73.0
106.725591,15.345551,74.0
106.725565,15.345595,75.0
106.725544,15.345638,76.0
106.725517,15.345678,77.0
106.725494,15.345719,78.0
106.725469,15.345761,79.0
106.725444,15.345803,80.0
106.725415,15.345845,81.0
106.725391,15.345884,82.0
106.725372,15.345925,83.0
106.725351,15.345966,84.0
106.725327,15.346006,85.0
106.725302,15.346047,86.0
106.725284,15.346083,87.0
106.72526,15.346121,88.0
106.72524,15.346157,89.0
106.725213,15.346198,90.0
106.725189,15.346235,91.0
106.725167,15.346273,92.0
106.725149,15.346307,93.0
106.72512,15.346349,94.0
106.725097,15.346387,95.0
106.72507,15.346428,96.0
106.725046,15.346464,97.0
106.725021,15.346499,98.0
106.724998,15.346542,99.0
106.724978,15.34658,100.0
106.724955,15.346618,101.0
106.724936,15.346655,102.0
106.724914,15.346691,103.0
106.724895,15.346728,104.0
106.724877,15.346762,105.0
106.724852,15.346799,106.0
106.724835,15.346834,107.0
106.724817,15.34687,108.0
106.724799,15.346907,109.0
106.72478,15.346947,110.0
106.724756,15.346985,111.0
106.724734,15.347025,112.0
106.724715,15.347062,113.0
106.724693,15.347101,114.0
106.724665,15.347141,115.0
106.724631,15.347184,116.0
106.724606,15.34722,117.0
106.724581,15.347257,118.0
106.724566,15.347295,119.0
106.724545,15.347326,120.0
106.724527,15.347357,121.0
106.724506,15.34739,122.0
106.724492,15.347418,123.0
106.724469,15.347448,124.0
106.724449,15.347477,125.0
106.724434,15.347504,126.0
106.724412,15.347533,127.0
106.724391,15.347565,128.0
106.724375,15.347596,129.0
106.72436,15.34763,130.0
106.724353,15.347661,131.0
106.724335,15.347699,132.0
106.724322,15.347733,133.0
106.72432,15.347763,134.0
106.724321,15.347798,135.0
106.724328,15.34783,136.0
106.724355,15.347857,137.0
106.724389,15.34788,138.0
106.724425,15.347901,139.0
106.724474,15.347921,140.0
106.724511,15.347942,141.0
106.724545,15.347963,142.0
106.724583,15.347985,143.0
106.724628,15.348007,144.0
106.724668,15.34803,145.0
106.724706,15.348054,146.0
106.724745,15.348075,147.0
106.724779,15.348096,148.0
106.724816,15.348116,149.0
106.724858,15.348138,150.0
106.724893,15.348157,151.0
106.724927,15.348175,152.0
106.724962,15.348196,153.0
106.724991,15.348212,154.0
106.72502,15.34823,155.0
106.725051,15.348247,156.0
106.725085,15.348265,157.0
106.725114,15.34828,158.0
106.725145,15.348288,159.0
106.725174,15.348284,160.0
106.725204,15.348273,161.0
106.725227,15.348256,162.0
106.725243,15.348234,163.0
106.725259,15.348207,164.0
106.725278,15.348177,165.0
106.725296,15.34815,166.0
106.725311,15.348122,167.0
106.725326,15.348096,168.0
106.725342,15.348069,169.0
106.725367,15.34805,170.0
106.725382,15.348031,171.0
106.725395,15.348012,172.0
106.725408,15.347998,173.0
106.725425,15.34798,174.0
106.725441,15.347968,175.0
106.725454,15.347956,176.0
106.725468,15.347948,177.0
106.72548,15.347946,178.0
106.725482,15.347948,179.0
106.72549,15.347941,180.0
106.72548,15.347951,181.0
106.72548,15.347954,182.0
106.725478,15.347955,183.0
106.725478,15.347953,184.0
106.725478,15.347954,185.0
106.725341,15.348088,845.0
106.725359,15.348073,846.0
106.725362,15.348074,847.0
106.725375,15.348073,848.0
106.725379,15.348071,849.0
106.725379,15.348072,850.0
106.725383,15.348073,851.0
106.725385,15.348078,852.0
106.725389,15.348078,853.0
106.725399,15.348079,854.0
106.725406,15.348079,855.0
106.725411,15.348081,856.0
106.725414,15.348074,857.0
106.725403,15.348078,858.0
106.725404,15.348079,859.0
106.725409,15.348081,860.0
106.725409,15.348084,861.0
106.725411,15.34808,862.0
106.725412,15.34808,863.0
106.725414,15.348075,864.0
106.725412,15.348075,865.0
106.725416,15.348074,866.0
106.72542,15.348073,867.0
106.72541,15.348076,868.0
106.72541,15.348078,869.0
106.725409,15.348076,870.0
106.725407,15.34808,871.0
106.72541,15.348075,872.0
106.72541,15.348078,873.0
106.725408,15.348073,874.0
106.725407,15.348073,875.0
106.725401,15.34808,876.0
106.725391,15.348085,877.0
106.72539,15.348088,878.0
106.725384,15.348095,879.0
106.725378,15.348104,880.0
106.725361,15.348118,881.0
106.725351,15.348128,882.0
106.72534,15.34814,883.0
106.725318,15.348149,884.0
106.725303,15.348161,885.0
106.72529,15.348174,886.0
106.725271,15.348193,887.0
106.72525,15.348208,888.0
106.725233,15.348226,889.0
106.725218,15.348249,890.0
106.725214,15.348272,891.0
106.725214,15.348295,892.0
106.725217,15.34832,893.0
106.725211,15.348346,894.0
106.725221,15.348378,895.0
106.725227,15.348399,896.0
106.725257,15.348418,897.0
106.725287,15.348432,898.0
106.725315,15.348445,899.0
106.725346,15.348461,900.0
106.72538,15.348485,901.0
106.725418,15.348503,902.0
106.725461,15.34852,903.0
106.725502,15.348546,904.0
106.72553,15.34857,905.0
106.72557,15.348587,906.0
106.72561,15.348612,907.0
106.725649,15.348633,908.0
106.725683,15.348655,909.0
106.725723,15.348679,910.0
106.725762,15.348701,911.0
106.7258,15.34872,912.0
106.725844,15.348743,913.0
106.725874,15.348768,914.0
106.725917,15.348787,915.0
106.725949,15.348817,916.0
106.725987,15.348846,917.0
106.726023,15.34887,918.0
106.726065,15.348896,919.0
106.726093,15.348928,920.0
106.726125,15.348954,921.0
106.726156,15.348989,922.0
106.726196,15.34902,923.0
106.726228,15.349047,924.0
106.726268,15.349078,925.0
106.726304,15.3491,926.0
106.72636,15.349111,927.0
106.7264,15.34913,928.0
106.726438,15.34915,929.0
106.72648,15.349175,930.0
106.726522,15.349198,931.0
106.726569,15.349219,932.0
106.726615,15.349241,933.0
106.72666,15.349265,934.0
106.72671,15.349286,935.0
106.726761,15.349302,936.0
106.726801,15.34932,937.0
106.726845,15.34934,938.0
106.726883,15.349365,939.0
106.726909,15.349396,940.0
106.726949,15.349424,941.0
106.726985,15.349464,942.0
106.727032,15.349494,943.0
106.727067,15.349529,944.0
106.727114,15.34956,945.0
106.727161,15.349585,946.0
106.727205,15.349605,947.0
106.727252,15.349621,948.0
106.727307,15.349647,949.0
106.727356,15.349668,950.0
106.727427,15.349677,951.0
106.72747,15.349703,952.0
106.727523,15.349735,953.0
106.727571,15.349762,954.0
106.727616,15.349786,955.0
106.727662,15.349811,956.0
106.727703,15.34983,957.0
106.727753,15.349858,958.0
106.727798,15.349881,959.0
106.727846,15.34991,960.0
106.727894,15.349935,961.0
106.727948,15.349965,962.0
106.727994,15.349999,963.0
106.728031,15.350031,964.0
106.728071,15.350064,965.0
106.728116,15.35009,966.0
106.728169,15.350123,967.0
106.72822,15.350156,968.0
106.728271,15.350187,969.0
106.728321,15.350216,970.0
106.728365,15.350254,971.0
106.728401,15.350293,972.0
106.72841,15.350346,973.0
106.72845,15.350386,974.0
106.728488,15.350416,975.0
106.728528,15.350454,976.0
106.72857,15.350489,977.0
