0,1,2
37.365226,55.818027,1.0
37.365426,55.818053,11.0
37.365428,55.818057,21.0
37.365429,55.818066,31.0
37.365435,55.818086,41.0
37.365435,55.818091,51.0
37.365435,55.818092,61.0
37.365434,55.818092,71.0
37.365434,55.818093,81.0
37.365434,55.818094,91.0
37.365434,55.818095,101.0
37.365183,55.818109,111.0
37.364478,55.818106,121.0
37.363775,55.817831,131.0
37.362923,55.817506,141.0
37.362207,55.817538,151.0
37.36119,55.818282,161.0
37.360314,55.819116,171.0
37.360463,55.819542,181.0
37.361124,55.820443,191.0
37.361767,55.821913,201.0
37.362305,55.823301,211.0
37.36267,55.823748,221.0
37.363211,55.82429,231.0
37.363692,55.824805,241.0
37.364133,55.825189,251.0
37.364325,55.825341,261.0
37.364445,55.825416,271.0
37.364718,55.825595,281.0
37.36541,55.82627,291.0
37.366111,55.826962,301.0
37.366924,55.827608,311.0
37.367235,55.827764,321.0
37.367409,55.827847,331.0
37.367959,55.828004,341.0
37.368899,55.82822,351.0
37.369973,55.828457,361.0
37.370969,55.828682,371.0
37.371038,55.828659,381.0
37.371041,55.828656,391.0
37.37104,55.828656,401.0
37.37112,55.828685,411.0
37.372793,55.829122,421.0
37.375005,55.829675,431.0
37.377582,55.83034,441.0
37.38061,55.831179,451.0
37.383442,55.831714,461.0
37.385998,55.831916,471.0
37.387383,55.831901,481.0
37.38761,55.831795,491.0
37.387653,55.831761,501.0
37.387723,55.831733,511.0
37.388,55.831676,521.0
37.387997,55.831658,531.0
37.387977,55.831682,541.0
37.388172,55.831805,551.0
37.38823,55.831837,561.0
37.388133,55.831788,571.0
37.388121,55.831727,581.0
37.388121,55.831728,591.0
37.388121,55.831728,601.0
37.388122,55.831728,611.0
37.388235,55.83179,621.0
37.388068,55.832115,631.0
37.388288,55.83234,641.0
37.388502,55.832418,651.0
37.388494,55.832421,661.0
37.388494,55.832421,671.0
37.388494,55.832421,681.0
37.388493,55.832421,691.0
37.388493,55.832421,701.0
37.388493,55.832433,711.0
37.388495,55.832434,721.0
37.388495,55.832434,731.0
37.388548,55.832443,741.0
37.388578,55.832465,751.0
37.388585,55.832462,761.0
37.388585,55.832462,771.0
37.388585,55.832461,781.0
37.388584,55.832461,791.0
37.388584,55.832461,801.0
37.388584,55.832461,811.0
37.388584,55.832461,821.0
37.388584,55.832461,831.0
37.388584,55.832461,841.0
37.388584,55.832461,851.0
37.388584,55.832461,861.0
37.388584,55.832461,871.0
37.388584,55.832461,881.0
37.388584,55.832461,891.0
37.388583,55.832448,901.0
37.388583,55.832447,911.0
37.388584,55.832447,921.0
37.388598,55.832439,931.0
37.388625,55.832448,941.0
37.388663,55.832456,951.0
37.388687,55.832461,961.0
37.388686,55.832461,971.0
37.388686,55.832461,981.0
37.388686,55.832461,991.0
37.388686,55.832461,1001.0
37.388686,55.832461,1011.0
37.388686,55.832461,1021.0
37.388686,55.832461,1031.0
37.388686,55.832461,1041.0
37.388686,55.832461,1051.0
37.388686,55.832461,1061.0
37.388686,55.832461,1071.0
37.388686,55.832461,1081.0
37.388686,55.832461,1091.0
37.388686,55.832461,1101.0
37.388686,55.832461,1111.0
37.388686,55.832461,1121.0
37.388686,55.832461,1131.0
37.388686,55.832461,1141.0
37.388686,55.832461,1151.0
37.388686,55.832461,1161.0
37.388686,55.832461,1171.0
37.388686,55.832461,1181.0
37.388686,55.832461,1191.0
37.388686,55.832461,1201.0
37.388686,55.832461,1211.0
37.388686,55.832461,1221.0
37.388686,55.832461,1231.0
37.388686,55.832461,1241.0
37.388686,55.832462,1251.0
37.388686,55.832462,1261.0
37.388686,55.832462,1271.0
37.388686,55.832462,1281.0
37.388686,55.832462,1291.0
37.388686,55.832462,1301.0
37.388686,55.832462,1311.0
37.388686,55.832462,1321.0
37.388703,55.832445,1331.0
37.38871,55.832464,1341.0
37.388722,55.832471,1351.0
37.388733,55.832477,1361.0
37.388733,55.832477,1371.0
37.388733,55.832477,1381.0
37.388734,55.832477,1391.0
37.388735,55.832477,1401.0
37.388736,55.832477,1411.0
37.388821,55.832427,1421.0
37.388814,55.832437,1431.0
37.388813,55.832437,1441.0
37.388813,55.832437,1451.0
37.388813,55.832437,1461.0
37.388813,55.832437,1471.0
37.388813,55.832437,1481.0
37.388813,55.832437,1491.0
37.388822,55.832531,1501.0
37.388816,55.832542,1511.0
37.388811,55.832543,1521.0
37.388811,55.832543,1531.0
37.388811,55.832543,1541.0
37.388811,55.832543,1551.0
37.388811,55.832543,1561.0
37.388827,55.832542,1571.0
37.388905,55.832564,1581.0
37.388908,55.83258,1591.0
37.388934,55.83258,1601.0
37.388953,55.832578,1611.0
37.389136,55.832616,1621.0
37.389252,55.83263,1631.0
37.389309,55.832635,1641.0
37.389348,55.832664,1651.0
37.38937,55.832714,1661.0
37.389448,55.83275,1671.0
37.389465,55.832727,1681.0
