0,1,2
37.365226,55.818027,1.0
37.365435,55.818092,61.0
37.364478,55.818106,121.0
37.360463,55.819542,181.0
37.363692,55.824805,241.0
37.366111,55.826962,301.0
37.369973,55.828457,361.0
37.372793,55.829122,421.0
37.387383,55.831901,481.0
37.387977,55.831682,541.0
37.388121,55.831728,601.0
37.388494,55.832421,661.0
37.388495,55.832434,721.0
37.388585,55.832461,781.0
37.388584,55.832461,841.0
37.388583,55.832448,901.0
37.388687,55.832461,961.0
37.388686,55.832461,1021.0
37.388686,55.832461,1081.0
37.388686,55.832461,1141.0
37.388686,55.832461,1201.0
37.388686,55.832462,1261.0
37.388686,55.832462,1321.0
37.388733,55.832477,1381.0
37.388813,55.832437,1441.0
37.388822,55.832531,1501.0
37.388811,55.832543,1561.0
37.389136,55.832616,1621.0
37.389465,55.832727,1681.0
37.389615,55.832728,1741.0
37.390067,55.832714,1801.0
37.391087,55.832538,1861.0
37.392009,55.832449,1921.0
37.393083,55.832155,1981.0
37.394641,55.831213,2041.0
37.393302,55.826292,2101.0
37.392208,55.821955,2161.0
37.390433,55.816352,2221.0
37.385035,55.812903,2281.0
37.381031,55.809556,2341.0
37.374829,55.807775,2401.0
37.373182,55.802189,2461.0
37.364403,55.79575,2521.0
37.359169,55.792231,2581.0
37.375098,55.789215,2641.0
37.387636,55.786813,2701.0
