0,1,2
37.365226,55.818027,1.0
37.364478,55.818106,121.0
37.363692,55.824805,241.0
37.369973,55.828457,361.0
37.387383,55.831901,481.0
37.388121,55.831728,601.0
37.388495,55.832434,721.0
37.388584,55.832461,841.0
37.388687,55.832461,961.0
37.388686,55.832461,1081.0
37.388686,55.832461,1201.0
37.388686,55.832462,1321.0
37.388813,55.832437,1441.0
37.388811,55.832543,1561.0
37.389465,55.832727,1681.0
37.390067,55.832714,1801.0
37.392009,55.832449,1921.0
37.394641,55.831213,2041.0
37.392208,55.821955,2161.0
37.385035,55.812903,2281.0
37.374829,55.807775,2401.0
37.364403,55.79575,2521.0
37.375098,55.789215,2641.0
