0,1,2
37.365226,55.818027,1.0
37.365428,55.818057,21.0
37.365435,55.818086,41.0
37.365435,55.818092,61.0
37.365434,55.818093,81.0
37.365434,55.818095,101.0
37.364478,55.818106,121.0
37.362923,55.817506,141.0
37.36119,55.818282,161.0
37.360463,55.819542,181.0
37.361767,55.821913,201.0
37.36267,55.823748,221.0
37.363692,55.824805,241.0
37.364325,55.825341,261.0
37.364718,55.825595,281.0
37.366111,55.826962,301.0
37.367235,55.827764,321.0
37.367959,55.828004,341.0
37.369973,55.828457,361.0
37.371038,55.828659,381.0
37.37104,55.828656,401.0
37.372793,55.829122,421.0
37.377582,55.83034,441.0
37.383442,55.831714,461.0
37.387383,55.831901,481.0
37.387653,55.831761,501.0
37.388,55.831676,521.0
37.387977,55.831682,541.0
37.38823,55.831837,561.0
37.388121,55.831727,581.0
37.388121,55.831728,601.0
37.388235,55.83179,621.0
37.388288,55.83234,641.0
37.388494,55.832421,661.0
37.388494,55.832421,681.0
37.388493,55.832421,701.0
37.388495,55.832434,721.0
37.388548,55.832443,741.0
37.388585,55.832462,761.0
37.388585,55.832461,781.0
37.388584,55.832461,801.0
37.388584,55.832461,821.0
37.388584,55.832461,841.0
37.388584,55.832461,861.0
37.388584,55.832461,881.0
37.388583,55.832448,901.0
37.388584,55.832447,921.0
37.388625,55.832448,941.0
37.388687,55.832461,961.0
37.388686,55.832461,981.0
37.388686,55.832461,1001.0
37.388686,55.832461,1021.0
37.388686,55.832461,1041.0
37.388686,55.832461,1061.0
37.388686,55.832461,1081.0
37.388686,55.832461,1101.0
37.388686,55.832461,1121.0
37.388686,55.832461,1141.0
37.388686,55.832461,1161.0
37.388686,55.832461,1181.0
37.388686,55.832461,1201.0
37.388686,55.832461,1221.0
37.388686,55.832461,1241.0
37.388686,55.832462,1261.0
37.388686,55.832462,1281.0
37.388686,55.832462,1301.0
37.388686,55.832462,1321.0
37.38871,55.832464,1341.0
37.388733,55.832477,1361.0
37.388733,55.832477,1381.0
37.388735,55.832477,1401.0
37.388821,55.832427,1421.0
37.388813,55.832437,1441.0
37.388813,55.832437,1461.0
37.388813,55.832437,1481.0
37.388822,55.832531,1501.0
37.388811,55.832543,1521.0
37.388811,55.832543,1541.0
37.388811,55.832543,1561.0
37.388905,55.832564,1581.0
37.388934,55.83258,1601.0
37.389136,55.832616,1621.0
37.389309,55.832635,1641.0
37.38937,55.832714,1661.0
37.389465,55.832727,1681.0
37.389462,55.832725,1701.0
37.389551,55.832711,1721.0
37.389615,55.832728,1741.0
37.38976,55.832722,1761.0
37.389761,55.832724,1781.0
37.390067,55.832714,1801.0
37.390216,55.83269,1821.0
37.390557,55.832613,1841.0
37.391087,55.832538,1861.0
37.391388,55.832531,1881.0
37.391698,55.832477,1901.0
37.392009,55.832449,1921.0
37.392225,55.832411,1941.0
37.392574,55.832348,1961.0
37.393083,55.832155,1981.0
37.393498,55.831926,2001.0
37.393908,55.831722,2021.0
37.394641,55.831213,2041.0
37.394202,55.829491,2061.0
37.393689,55.827872,2081.0
37.393302,55.826292,2101.0
37.393037,55.824767,2121.0
37.392621,55.823191,2141.0
37.392208,55.821955,2161.0
37.391641,55.820165,2181.0
37.391206,55.818728,2201.0
37.390433,55.816352,2221.0
37.389574,55.813839,2241.0
37.388362,55.812793,2261.0
37.385035,55.812903,2281.0
37.382886,55.812212,2301.0
37.381275,55.810349,2321.0
37.381031,55.809556,2341.0
37.377639,55.81021,2361.0
37.375058,55.810267,2381.0
37.374829,55.807775,2401.0
37.374418,55.805161,2421.0
37.373938,55.803912,2441.0
37.373182,55.802189,2461.0
37.371729,55.799725,2481.0
37.368416,55.797551,2501.0
37.364403,55.79575,2521.0
37.361221,55.794551,2541.0
37.358441,55.793383,2561.0
37.359169,55.792231,2581.0
37.362849,55.79162,2601.0
37.36786,55.790635,2621.0
37.375098,55.789215,2641.0
37.381206,55.788116,2661.0
37.384622,55.787491,2681.0
37.387636,55.786813,2701.0
