0,1
4.888384,52.370173
4.874179,52.39284
4.923612,52.364808
4.923025,52.365171
4.906097,52.367
4.927935,52.361981
4.927657,52.362401
4.928022,52.362025
4.928041,52.362221
4.927847,52.362374
4.930438,52.364544
4.89074,52.356793
4.891546,52.357268
4.891245,52.357362
4.89935,52.367936
4.865235,52.364162
4.872947,52.363417
4.863221,52.361028
4.862914,52.361089
4.862732,52.360881
4.863519,52.360554
4.863004,52.360417
4.863368,52.360378
4.878384,52.376234
4.878978,52.37775
4.878114,52.376297
4.907558,52.363187
4.907704,52.362935
4.904546,52.366587
4.918715,52.369889
4.915391,52.371182
4.916394,52.370718
4.925408,52.367641
4.889093,52.370305
4.914389,52.382131
4.910055,52.383026
4.912914,52.382989
4.912022,52.383064
4.91744,52.384737
4.911916,52.382131
4.924305,52.366928
4.910357,52.383243
4.91291,52.383108
4.911636,52.383251
4.912989,52.386632
4.90689,52.389799
4.874129,52.360785
4.873176,52.360563
4.872921,52.360446
4.872692,52.360102
4.872587,52.360006
4.872393,52.3599
4.871698,52.359738
4.871327,52.359569
4.870435,52.3591
4.87014,52.359051
4.869907,52.359034
4.869551,52.358976
4.869199,52.35886
4.868718,52.358578
4.86862,52.358378
4.868603,52.358182
4.868312,52.358066
4.867819,52.357919
4.867383,52.357964
4.866997,52.358125
4.866787,52.35806
4.866361,52.357885
4.86568,52.357682
4.8651,52.357668
4.864547,52.35777
4.862952,52.358196
4.859704,52.357364
4.855902,52.35642
4.855586,52.356212
4.855487,52.355974
4.855668,52.355641
4.856187,52.355348
4.856089,52.354998
4.884713,52.359063
4.884088,52.357912
4.883499,52.35804
4.908764,52.386534
4.873954,52.35847
4.874398,52.358788
4.874769,52.359314
4.874821,52.359557
4.875721,52.360138
4.875365,52.360511
4.874592,52.360814
4.862023,52.355345
4.861618,52.355892
4.864708,52.356176
4.856604,52.354543
4.857069,52.355162
4.871626,52.363367
4.863018,52.360512
4.867091,52.36831
4.868106,52.368292
4.868863,52.358179
4.869055,52.358115
4.869102,52.358051
4.869183,52.357729
4.869227,52.357595
4.869388,52.35748
4.869798,52.357453
4.870302,52.357469
4.869492,52.357475
4.871645,52.357961
4.873099,52.358198
4.869235,52.358189
4.869614,52.358321
4.870164,52.358477
4.870202,52.358501
4.870614,52.358714
4.870895,52.358861
4.871261,52.358692
4.871457,52.358705
4.871931,52.358893
4.872063,52.359129
4.872632,52.359272
4.873119,52.359252
4.873407,52.359248
4.87419,52.359356
4.874489,52.359442
4.875408,52.359853
4.866172,52.3586
4.865487,52.358795
4.854737,52.356398
4.860239,52.357503
4.86078,52.357646
4.861491,52.357822
4.862638,52.358626
4.873917,52.361116
4.874707,52.358711
4.871912,52.357578
4.866178,52.356356
4.865368,52.356225
4.866264,52.356225
4.866571,52.356061
4.877191,52.360085
4.882017,52.358988
4.883432,52.359345
4.870043,52.368443
4.932016,52.366103
4.932283,52.366109
4.956765,52.364831
4.952137,52.358075
4.975461,52.360892
4.956382,52.377294
4.956495,52.376909
4.956436,52.376702
4.957148,52.373992
4.944488,52.350324
4.959133,52.364541
4.89263,52.356121
4.892596,52.35591
4.893332,52.356094
4.891659,52.357042
4.893333,52.356052
4.856074,52.388759
4.853811,52.388751
4.85278,52.388735
4.85546,52.385808
4.865775,52.386302
4.867491,52.386356
4.868432,52.382135
4.868105,52.384312
4.947673,52.358282
4.946854,52.362754
4.946731,52.362667
4.942002,52.360225
4.943603,52.36046
4.847257,52.389483
4.845034,52.392104
4.848701,52.392142
4.86642,52.39347
4.939357,52.366133
4.889226,52.349726
4.889566,52.349948
4.889224,52.349782
4.889564,52.349712
4.894995,52.351865
4.894614,52.351808
4.895188,52.351425
4.8948,52.351366
4.900697,52.353143
4.900826,52.352835
4.875819,52.360226
4.877069,52.360565
4.879521,52.360911
4.880471,52.361252
4.881478,52.361566
4.847775,52.34039
4.847514,52.340357
4.84744,52.340294
4.847398,52.339527
4.847373,52.339416
4.847192,52.33933
4.847072,52.339359
4.848751,52.338974
4.848591,52.338755
4.848494,52.338694
4.867156,52.356596
4.906083,52.336196
4.887556,52.387692
4.887494,52.388078
4.855817,52.32903
4.851704,52.329061
4.922826,52.305011
4.941886,52.316086
4.940156,52.315409
4.865637,52.341302
4.865297,52.358783
4.884829,52.293649
4.938776,52.315797
4.894447,52.372898
4.946956,52.334727
4.864047,52.352877
4.863801,52.352939
4.863656,52.352877
4.863561,52.352733
4.956731,52.331665
4.854945,52.333712
4.855366,52.33208
4.855346,52.331977
4.850766,52.308248
4.86341,52.368827
4.862648,52.369187
4.863045,52.369652
4.863528,52.368984
4.867227,52.368335
4.85165,52.369216
4.850756,52.369334
4.850508,52.369945
4.851295,52.370106
4.887344,52.34432
4.978644,52.306548
4.978931,52.306171
4.872343,52.392887
4.921584,52.399336
4.921895,52.399432
4.922123,52.399553
4.922363,52.399892
4.922433,52.400468
4.922478,52.400765
4.922672,52.40121
4.923268,52.402005
4.923655,52.402545
4.923763,52.402819
4.852462,52.35721
4.851486,52.355554
4.854399,52.360049
4.855149,52.359941
4.854572,52.359183
4.854426,52.359251
4.854659,52.366484
4.855548,52.366577
4.855708,52.365864
4.855835,52.365071
4.854999,52.365013
4.854946,52.365804
4.849984,52.363127
4.849499,52.359715
4.849527,52.358738
4.855298,52.361283
4.855679,52.361273
4.855675,52.36099
4.855307,52.360985
4.857888,52.360035
4.85947,52.359521
4.857509,52.358989
4.857143,52.359105
4.850014,52.361841
4.847608,52.368066
4.842858,52.367425
4.850492,52.365341
4.843604,52.358979
4.844629,52.367737
4.844718,52.367739
4.845131,52.367925
4.872815,52.360297
4.872162,52.359835
4.872016,52.359822
4.869875,52.358406
4.875517,52.359941
4.932747,52.367497
4.922881,52.365256
4.928344,52.355026
4.922326,52.352319
4.879819,52.36193
4.96676,52.430114
4.967074,52.42949
4.965289,52.432231
4.96594,52.43193
4.966346,52.431093
4.966641,52.432463
4.971992,52.432184
4.967371,52.428784
4.967435,52.428287
4.966606,52.430599
4.965328,52.432008
4.966152,52.431531
4.96649,52.432457
4.967222,52.429219
4.972285,52.432185
4.967399,52.428671
4.968612,52.27597
4.859475,52.275905
4.971372,52.275995
4.975882,52.276031
4.859766,52.275943
4.86574,52.27596
4.86685,52.27596
4.860245,52.275929
4.863217,52.275943
4.965835,52.276011
4.859987,52.275952
4.857371,52.275964
4.964374,52.276058
4.969988,52.276054
4.965363,52.276068
4.86575,52.27604
4.968526,52.276122
4.880181,52.27608
4.970223,52.2761
4.862592,52.27603
4.976983,52.276081
4.964108,52.276115
4.971823,52.276113
4.969924,52.276087
4.86586,52.27612
4.968526,52.276196
4.859395,52.276128
4.861984,52.27611
4.975738,52.27616
4.97459,52.27619
4.83862,52.2762
4.83863,52.2762
4.968593,52.276225
4.970821,52.276248
4.881181,52.276202
4.971038,52.276296
4.85841,52.27627
4.975575,52.276281
4.981941,52.276269
4.83795,52.27629
4.861825,52.276246
4.9829,52.276543
4.861537,52.27629
4.969033,52.27633
4.863617,52.276237
4.97296,52.276396
4.86145,52.276376
4.968328,52.276448
4.854943,52.276299
4.860929,52.27636
4.973132,52.276435
4.857516,52.276379
4.865922,52.276323
4.97544,52.27639
4.86269,52.276358
4.86798,52.27641
4.962954,52.276567
4.971608,52.276442
4.967575,52.276292
4.85428,52.27645
4.860996,52.276421
4.969677,52.276481
4.83895,52.27648
4.853974,52.276481
4.85662,52.27649
4.861099,52.27647
4.864955,52.276475
4.85658,52.27651
4.86704,52.27652
4.868872,52.276512
4.968883,52.276573
4.96972,52.27652
4.854199,52.276513
4.861309,52.276513
4.85955,52.27657
4.854151,52.276554
4.879529,52.276679
4.974526,52.276225
4.976544,52.276601
4.853542,52.276515
4.859488,52.276597
4.977581,52.276561
4.86886,52.276584
4.96974,52.27663
4.855687,52.276609
4.962735,52.276685
4.967626,52.276654
4.86594,52.27666
4.868768,52.276634
4.976407,52.276691
4.83881,52.27667
4.83894,52.27669
4.861725,52.27672
4.86708,52.27669
4.97296,52.276698
4.854032,52.276743
4.971393,52.27677
4.858569,52.276715
4.8681,52.27672
4.98232,52.276723
4.926497,52.276646
4.976286,52.276803
4.854873,52.276727
4.863798,52.276668
4.968754,52.276803
4.97134,52.276829
4.86488,52.27681
4.859572,52.276809
4.860768,52.276803
4.86707,52.27683
4.97119,52.276855
4.976613,52.276896
4.85476,52.276825
4.857687,52.276841
4.860962,52.276813
4.861812,52.276821
4.83918,52.27686
4.92644,52.276935
4.962161,52.277098
4.862868,52.276805
4.854035,52.276886
4.861212,52.276906
4.971029,52.276927
4.976161,52.276992
4.859604,52.276887
4.86602,52.27694
4.96844,52.277052
4.8802,52.27696
4.85713,52.27697
4.85748,52.27699
4.85673,52.277
4.972209,52.277032
4.8389,52.27701
4.85727,52.27701
4.85737,52.27701
4.861283,52.276988
4.859649,52.277002
4.861898,52.276974
4.86603,52.27705
4.8671,52.27705
4.983364,52.276969
4.86498,52.27707
4.85758,52.27709
4.968895,52.277157
4.854095,52.277085
4.856234,52.277079
4.861326,52.277066
4.972144,52.277131
4.85646,52.27713
4.868732,52.277094
4.83905,52.27714
4.855874,52.277122
4.85776,52.27715
4.86608,52.27715
4.86509,52.27716
4.879965,52.277207
4.85326,52.27718
4.862958,52.277107
4.855499,52.277171
4.857786,52.277184
4.972488,52.277216
4.868256,52.277195
4.861921,52.277235
4.97388,52.27722
4.85286,52.27723
4.971469,52.27721
4.861307,52.27723
4.98384,52.27725
4.968371,52.27733
4.970921,52.277052
4.973916,52.277288
4.86608,52.27729
4.878971,52.277256
4.961885,52.277299
4.867191,52.277336
4.972005,52.277341
4.85234,52.27736
4.968732,52.277414
4.86185,52.27737
4.86618,52.27737
4.85137,52.27739
4.85201,52.27739
4.971383,52.277367
4.855579,52.277384
4.839529,52.277439
4.859772,52.277313
4.968723,52.277467
4.839397,52.277455
4.85785,52.27744
4.861138,52.277433
4.85104,52.27745
4.85144,52.27745
